FIPS,Name,have_mentalhealth,have_no_mentalhealth,have_no_fruit,have_fruit,have_no_vegetables,have_vegetables,year,p_have_mentalhealth,p_have_no_mentalhealth,p_have_fruit,p_have_no_fruit,p_have_vegetables,p_have_no_vegetables
33,New Hampshire,2001,4260,233,5926,341,5808,2011,0.319597508385242,0.6804024916147581,0.9621691833089787,0.03783081669102127,0.9445438282647585,0.055456171735241505
34,New Jersey,4553,10180,520,13624,640,13507,2011,0.309034141043915,0.690965858956085,0.9632352941176471,0.03676470588235294,0.9547607266558281,0.04523927334417191
35,New Mexico,2962,6320,326,8569,684,8178,2011,0.31911226028873085,0.6808877397112691,0.9633501967397414,0.03664980326025857,0.922816519972918,0.07718348002708192
36,New York,2602,4900,276,7031,369,6946,2011,0.34684084244201546,0.6531591575579845,0.9622280005474203,0.03777199945257972,0.9495557074504443,0.05044429254955571
37,North Carolina,3299,8019,436,10591,819,10206,2011,0.2914825940978972,0.7085174059021029,0.9604606874036457,0.0395393125963544,0.9257142857142857,0.07428571428571429
38,North Dakota,1528,3666,129,4938,594,4446,2011,0.29418559876780903,0.705814401232191,0.9745411486086442,0.02545885139135583,0.8821428571428571,0.11785714285714285
39,Ohio,3175,6567,386,9053,828,8598,2011,0.32590843769246564,0.6740915623075344,0.9591058374827842,0.04089416251721581,0.9121578612348823,0.08784213876511776
40,Oklahoma,2807,5579,472,7737,875,7349,2011,0.3347245409015025,0.6652754590984975,0.9425021318065537,0.05749786819344622,0.8936040856031129,0.10639591439688716
41,Oregon,2038,4085,182,5762,349,5558,2011,0.3328433774293647,0.6671566225706353,0.9693808882907133,0.030619111709286675,0.9409175554426951,0.059082444557304895
42,Pennsylvania,3895,7339,423,10508,919,9980,2011,0.3467153284671533,0.6532846715328468,0.9613027170432714,0.03869728295672857,0.9156803376456556,0.08431966235434443
44,Rhode Island,2226,4212,292,6016,369,5916,2011,0.34575955265610436,0.6542404473438956,0.953709575142676,0.046290424857324035,0.9412887828162291,0.058711217183770883
45,South Carolina,3934,8653,568,11672,889,11403,2011,0.312544688964805,0.6874553110351951,0.9535947712418301,0.046405228758169936,0.9276765375854215,0.07232346241457858
46,South Dakota,2074,6055,256,7754,1029,6931,2011,0.25513593307909954,0.7448640669209005,0.9680399500624219,0.031960049937578026,0.8707286432160805,0.1292713567839196
47,Tennessee,1445,4342,282,5231,427,5064,2011,0.2496975980646276,0.7503024019353723,0.9488481770360965,0.0511518229639035,0.9222363868147878,0.07776361318521216
48,Texas,4484,10044,545,13732,969,13264,2011,0.3086453744493392,0.6913546255506607,0.9618267142957204,0.03817328570427961,0.9319187802993044,0.06808121970069557
49,Utah,4418,8052,326,11803,703,11397,2011,0.35429029671210904,0.6457097032878909,0.9731222689422047,0.026877731057795368,0.941900826446281,0.058099173553719005
50,Vermont,2318,4656,235,6664,381,6511,2011,0.3323774017780327,0.6676225982219673,0.965937092332222,0.03406290766777794,0.9447185142193848,0.0552814857806152
51,Virginia,1832,4615,234,5955,380,5799,2011,0.28416317667132,0.71583682332868,0.9621909840038778,0.03780901599612215,0.9385013756271241,0.06149862437287587
53,Washington,4592,9951,347,14077,779,13615,2011,0.3157532833665681,0.6842467166334318,0.975942872989462,0.02405712701053799,0.9458802278727247,0.054119772127275256
54,West Virginia,1693,3503,289,4872,665,4503,2011,0.3258275596612779,0.6741724403387221,0.9440031001743848,0.05599689982561519,0.8713235294117647,0.12867647058823528
55,Wisconsin,1628,3611,177,4734,468,4415,2011,0.3107463256346631,0.6892536743653369,0.9639584605986561,0.03604153940134392,0.9041572803604342,0.09584271963956584
56,Wyoming,2161,4587,246,6336,516,6040,2011,0.3202430349733254,0.6797569650266746,0.9626253418413856,0.037374658158614404,0.9212934716290421,0.0787065283709579
66,Guam,462,1395,51,1752,92,1710,2011,0.24878836833602586,0.7512116316639742,0.9717138103161398,0.028286189683860232,0.9489456159822419,0.051054384017758046
72,Puerto Rico,1463,5073,663,5819,1985,4531,2011,0.2238372093023256,0.7761627906976745,0.8977167540882444,0.10228324591175562,0.69536525475752,0.3046347452424801
1,Alabama,2385,5102,-1,-1,-1,-1,2010,0.3185521570722586,0.6814478429277414,0.5,0.5,0.5,0.5
2,Alaska,603,1287,-1,-1,-1,-1,2010,0.319047619047619,0.680952380952381,0.5,0.5,0.5,0.5
4,Arizona,1805,3884,-1,-1,-1,-1,2010,0.3172789593953243,0.6827210406046756,0.5,0.5,0.5,0.5
5,Arkansas,1219,2701,-1,-1,-1,-1,2010,0.310969387755102,0.6890306122448979,0.5,0.5,0.5,0.5
6,California,6333,11327,-1,-1,-1,-1,2010,0.3586070215175538,0.6413929784824463,0.5,0.5,0.5,0.5
8,Colorado,3613,7883,-1,-1,-1,-1,2010,0.31428322894919974,0.6857167710508003,0.5,0.5,0.5,0.5
9,Connecticut,2125,4553,-1,-1,-1,-1,2010,0.31820904462413896,0.681790955375861,0.5,0.5,0.5,0.5
10,Delaware,1253,2952,-1,-1,-1,-1,2010,0.2979785969084423,0.7020214030915577,0.5,0.5,0.5,0.5
11,District of Columbia,1181,2732,-1,-1,-1,-1,2010,0.30181446460516226,0.6981855353948377,0.5,0.5,0.5,0.5
12,Florida,10839,23358,-1,-1,-1,-1,2010,0.31695762786209314,0.6830423721379069,0.5,0.5,0.5,0.5
13,Georgia,1631,4026,-1,-1,-1,-1,2010,0.28831536149902776,0.7116846385009723,0.5,0.5,0.5,0.5
15,Hawaii,1716,4777,-1,-1,-1,-1,2010,0.2642846141999076,0.7357153858000924,0.5,0.5,0.5,0.5
16,Idaho,2232,4643,-1,-1,-1,-1,2010,0.3246545454545455,0.6753454545454546,0.5,0.5,0.5,0.5
17,Illinois,1930,3244,-1,-1,-1,-1,2010,0.37301894085813686,0.6269810591418632,0.5,0.5,0.5,0.5
18,Indiana,3378,6626,-1,-1,-1,-1,2010,0.3376649340263894,0.6623350659736106,0.5,0.5,0.5,0.5
19,Iowa,1551,4456,-1,-1,-1,-1,2010,0.2581987681038788,0.7418012318961212,0.5,0.5,0.5,0.5
20,Kansas,2317,6135,-1,-1,-1,-1,2010,0.27413629910080456,0.7258637008991955,0.5,0.5,0.5,0.5
21,Kentucky,2811,5111,-1,-1,-1,-1,2010,0.35483463771774804,0.645165362282252,0.5,0.5,0.5,0.5
22,Louisiana,2126,4795,-1,-1,-1,-1,2010,0.30718104320184947,0.6928189567981505,0.5,0.5,0.5,0.5
23,Maine,2588,5394,-1,-1,-1,-1,2010,0.3242295164119268,0.6757704835880731,0.5,0.5,0.5,0.5
24,Maryland,2608,6313,-1,-1,-1,-1,2010,0.29234390763367335,0.7076560923663267,0.5,0.5,0.5,0.5
25,Massachusetts,4862,11103,-1,-1,-1,-1,2010,0.30454118383964923,0.6954588161603508,0.5,0.5,0.5,0.5
26,Michigan,2885,5871,-1,-1,-1,-1,2010,0.3294883508451348,0.6705116491548653,0.5,0.5,0.5,0.5
27,Minnesota,2408,6344,-1,-1,-1,-1,2010,0.27513711151736747,0.7248628884826326,0.5,0.5,0.5,0.5
28,Mississippi,2377,5553,-1,-1,-1,-1,2010,0.29974779319041617,0.7002522068095839,0.5,0.5,0.5,0.5
29,Missouri,1658,3690,-1,-1,-1,-1,2010,0.3100224382946896,0.6899775617053104,0.5,0.5,0.5,0.5
30,Montana,2332,4846,-1,-1,-1,-1,2010,0.3248815826135414,0.6751184173864586,0.5,0.5,0.5,0.5
31,Nebraska,4594,11511,-1,-1,-1,-1,2010,0.28525302701024524,0.7147469729897548,0.5,0.5,0.5,0.5
32,Nevada,1265,2615,-1,-1,-1,-1,2010,0.32603092783505155,0.6739690721649485,0.5,0.5,0.5,0.5
33,New Hampshire,1803,4175,-1,-1,-1,-1,2010,0.3016058882569421,0.6983941117430579,0.5,0.5,0.5,0.5
34,New Jersey,3653,8360,-1,-1,-1,-1,2010,0.3040872388246067,0.6959127611753934,0.5,0.5,0.5,0.5
35,New Mexico,2203,4694,-1,-1,-1,-1,2010,0.3194142380745252,0.6805857619254748,0.5,0.5,0.5,0.5
36,New York,2948,5762,-1,-1,-1,-1,2010,0.3384615384615385,0.6615384615384615,0.5,0.5,0.5,0.5
37,North Carolina,3459,8477,-1,-1,-1,-1,2010,0.2897955764075067,0.7102044235924933,0.5,0.5,0.5,0.5
38,North Dakota,1287,3388,-1,-1,-1,-1,2010,0.2752941176470588,0.7247058823529412,0.5,0.5,0.5,0.5
39,Ohio,3169,6492,-1,-1,-1,-1,2010,0.3280198737190767,0.6719801262809233,0.5,0.5,0.5,0.5
40,Oklahoma,2442,5167,-1,-1,-1,-1,2010,0.32093573399921144,0.6790642660007885,0.5,0.5,0.5,0.5
41,Oregon,1634,3344,-1,-1,-1,-1,2010,0.3282442748091603,0.6717557251908397,0.5,0.5,0.5,0.5
42,Pennsylvania,3565,7436,-1,-1,-1,-1,2010,0.32406144895918554,0.6759385510408145,0.5,0.5,0.5,0.5
44,Rhode Island,2157,4365,-1,-1,-1,-1,2010,0.33072677092916286,0.6692732290708372,0.5,0.5,0.5,0.5
45,South Carolina,2710,6431,-1,-1,-1,-1,2010,0.2964664697516683,0.7035335302483317,0.5,0.5,0.5,0.5
46,South Dakota,1554,5054,-1,-1,-1,-1,2010,0.23516949152542374,0.7648305084745762,0.5,0.5,0.5,0.5
47,Tennessee,1345,4320,-1,-1,-1,-1,2010,0.23742277140335394,0.7625772285966461,0.5,0.5,0.5,0.5
48,Texas,5660,11791,-1,-1,-1,-1,2010,0.324336714228411,0.6756632857715891,0.5,0.5,0.5,0.5
49,Utah,3424,6573,-1,-1,-1,-1,2010,0.34250275082524756,0.6574972491747524,0.5,0.5,0.5,0.5
50,Vermont,2225,4456,-1,-1,-1,-1,2010,0.33303397694955844,0.6669660230504415,0.5,0.5,0.5,0.5
51,Virginia,1472,3802,-1,-1,-1,-1,2010,0.2791050436101631,0.7208949563898369,0.5,0.5,0.5,0.5
53,Washington,6051,13282,-1,-1,-1,-1,2010,0.3129881549681891,0.6870118450318109,0.5,0.5,0.5,0.5
54,West Virginia,1373,2965,-1,-1,-1,-1,2010,0.3165053019824804,0.6834946980175196,0.5,0.5,0.5,0.5
55,Wisconsin,1514,3210,-1,-1,-1,-1,2010,0.32049110922946655,0.6795088907705334,0.5,0.5,0.5,0.5
56,Wyoming,1787,3950,-1,-1,-1,-1,2010,0.3114868398117483,0.6885131601882517,0.5,0.5,0.5,0.5
66,Guam,172,593,-1,-1,-1,-1,2010,0.22483660130718955,0.7751633986928105,0.5,0.5,0.5,0.5
72,Puerto Rico,771,2704,-1,-1,-1,-1,2010,0.2218705035971223,0.7781294964028777,0.5,0.5,0.5,0.5
1,Alabama,2153,4463,596,5788,923,5464,2009,0.32542321644498184,0.6745767835550182,0.906641604010025,0.09335839598997493,0.8554877094097385,0.14451229059026147
2,Alaska,738,1625,127,2155,215,2071,2009,0.3123148539991536,0.6876851460008464,0.9443470639789658,0.05565293602103418,0.9059492563429571,0.09405074365704287
4,Arizona,1736,3667,262,4979,404,4860,2009,0.32130297982602257,0.6786970201739774,0.9500095401640908,0.049990459835909176,0.9232522796352584,0.07674772036474165
5,Arkansas,1207,2697,303,3468,417,3348,2009,0.30917008196721313,0.6908299180327869,0.9196499602227526,0.08035003977724742,0.8892430278884462,0.11075697211155379
6,California,6092,11224,476,14878,964,14376,2009,0.3518133518133518,0.6481866481866482,0.968998306630194,0.031001693369805915,0.9371577574967406,0.06284224250325945
8,Colorado,3605,8163,440,10275,691,10073,2009,0.30633922501699523,0.6936607749830047,0.9589360709286048,0.04106392907139524,0.9358045336306205,0.06419546636937941
9,Connecticut,1968,4446,300,5912,433,5792,2009,0.3068288119738073,0.6931711880261927,0.9517063747585319,0.04829362524146812,0.9304417670682731,0.0695582329317269
10,Delaware,1293,3022,245,3682,338,3584,2009,0.2996523754345307,0.7003476245654693,0.9376114081996435,0.062388591800356503,0.9138194798572157,0.0861805201427843
11,District of Columbia,1202,2642,158,3523,248,3432,2009,0.31269510926118627,0.6873048907388137,0.9570768812822602,0.042923118717739746,0.9326086956521739,0.06739130434782609
12,Florida,3134,8619,797,10438,1021,10254,2009,0.2666553220454352,0.7333446779545648,0.9290609701824655,0.07093902981753449,0.9094456762749445,0.09055432372505544
13,Georgia,1538,4223,414,5102,507,5023,2009,0.2669675403575768,0.7330324596424231,0.9249456127628717,0.07505438723712836,0.9083182640144666,0.09168173598553346
15,Hawaii,1862,4780,291,6139,387,6058,2009,0.2803372478169226,0.7196627521830774,0.9547433903576983,0.04525660964230171,0.9399534522885958,0.06004654771140419
16,Idaho,1661,3654,249,4882,370,4783,2009,0.3125117591721543,0.6874882408278458,0.9514714480608069,0.04852855193919314,0.9281971666990103,0.07180283330098972
17,Illinois,2067,3752,285,5374,432,5229,2009,0.35521567279601307,0.6447843272039869,0.9496377451846616,0.050362254815338396,0.9236883942766295,0.07631160572337042
18,Indiana,3023,6071,585,8124,851,7865,2009,0.3324169782274027,0.6675830217725973,0.9328281088529108,0.06717189114708921,0.9023634694814134,0.0976365305185865
19,Iowa,1545,4396,302,5469,547,5217,2009,0.26005722942265613,0.7399427705773439,0.9476693813897071,0.052330618610292846,0.9051006245662734,0.09489937543372658
20,Kansas,5216,13486,1202,17142,1658,16726,2009,0.2789006523366485,0.7210993476633515,0.9344744875708678,0.06552551242913214,0.9098128807658834,0.09018711923411663
21,Kentucky,3410,6126,669,8531,1123,8072,2009,0.3575922818791946,0.6424077181208053,0.9272826086956522,0.07271739130434783,0.877868406742795,0.122131593257205
22,Louisiana,2501,6264,765,7800,1098,7459,2009,0.28533941814033087,0.7146605818596692,0.9106830122591943,0.0893169877408056,0.8716840014023607,0.12831599859763937
23,Maine,2598,5344,374,7441,722,7093,2009,0.3271216318307731,0.6728783681692269,0.9521433141394754,0.047856685860524634,0.9076135636596289,0.09238643634037108
24,Maryland,2603,5837,383,7825,596,7618,2009,0.3084123222748815,0.6915876777251185,0.9533382066276803,0.04666179337231969,0.9274409544679815,0.0725590455320185
25,Massachusetts,5276,11121,981,14263,1520,13760,2009,0.32176617673964747,0.6782338232603525,0.9356468118604041,0.06435318813959591,0.900523560209424,0.09947643979057591
26,Michigan,2974,6129,421,8387,722,8119,2009,0.3267054817093266,0.6732945182906734,0.9522025431425977,0.04779745685740236,0.9183350299739849,0.08166497002601515
27,Minnesota,1602,3981,209,5345,446,5104,2009,0.28694250403009136,0.7130574959699086,0.9623694634497659,0.037630536550234066,0.9196396396396397,0.08036036036036036
28,Mississippi,3293,7704,945,9637,1769,8859,2009,0.2994453032645267,0.7005546967354733,0.9106974106974107,0.0893025893025893,0.8335528791870531,0.16644712081294694
29,Missouri,1647,3353,354,4387,532,4223,2009,0.3294,0.6706,0.9253322083948534,0.0746677916051466,0.888117770767613,0.11188222923238696
30,Montana,2352,5154,398,6892,551,6753,2009,0.3133493205435651,0.6866506794564349,0.9454046639231825,0.05459533607681756,0.9245618838992333,0.0754381161007667
31,Nebraska,4298,11435,801,14455,1407,13837,2009,0.27318375389309096,0.7268162461069091,0.9474960671211327,0.05250393287886733,0.9077013907110995,0.09229860928890055
32,Nevada,1268,2523,220,3444,249,3416,2009,0.3344763914534424,0.6655236085465577,0.9399563318777293,0.060043668122270744,0.9320600272851296,0.0679399727148704
33,New Hampshire,1862,4069,305,5506,574,5226,2009,0.313943685719103,0.686056314280897,0.9475133367750818,0.05248666322491826,0.9010344827586206,0.09896551724137931
34,New Jersey,3640,8385,622,10982,879,10727,2009,0.3027027027027027,0.6972972972972973,0.9463977938641848,0.053602206135815234,0.9242633120799586,0.07573668792004136
35,New Mexico,2850,5865,468,7909,684,7694,2009,0.3270223752151463,0.6729776247848537,0.9441327444192432,0.055867255580756836,0.9183576032465982,0.08164239675340176
36,New York,2224,4562,310,6197,502,6013,2009,0.32773356911287943,0.6722664308871206,0.9523589980021515,0.04764100199784847,0.9229470452801228,0.0770529547198772
37,North Carolina,4026,9042,894,11717,1188,11469,2009,0.30808080808080807,0.6919191919191919,0.9291095075727539,0.07089049242724606,0.9061388954728609,0.09386110452713914
38,North Dakota,1274,3424,226,4335,423,4133,2009,0.2711792252022137,0.7288207747977863,0.9504494628370971,0.04955053716290287,0.9071553994732221,0.09284460052677787
39,Ohio,3131,6519,528,8863,809,8570,2009,0.3244559585492228,0.6755440414507772,0.9437759557022681,0.05622404429773187,0.9137434694530334,0.08625653054696662
40,Oklahoma,2527,5197,624,6927,811,6765,2009,0.3271620921802175,0.6728379078197825,0.9173619388160509,0.08263806118394915,0.8929514255543822,0.10704857444561774
41,Oregon,1245,2993,149,3905,262,3786,2009,0.29377064653138274,0.7062293534686173,0.9632461766156882,0.03675382338431179,0.9352766798418972,0.06472332015810277
42,Pennsylvania,2834,6169,549,8206,864,7918,2009,0.31478396090192157,0.6852160390980784,0.9372929754426043,0.06270702455739577,0.9016169437485766,0.09838305625142336
44,Rhode Island,2010,4213,370,5723,540,5560,2009,0.32299533986823076,0.6770046601317693,0.9392745773838831,0.06072542261611685,0.9114754098360656,0.08852459016393442
45,South Carolina,2811,6757,652,8554,1014,8262,2009,0.2937918060200669,0.7062081939799331,0.929176623940908,0.07082337605909189,0.8906856403622251,0.1093143596377749
46,South Dakota,1669,5070,329,6237,642,5910,2009,0.24766285799079982,0.7523371420092002,0.9498933901918977,0.050106609808102345,0.902014652014652,0.09798534798534798
47,Tennessee,1388,4122,465,4655,737,4383,2009,0.2519056261343013,0.7480943738656988,0.9091796875,0.0908203125,0.8560546875,0.1439453125
48,Texas,3633,7748,640,10408,873,10185,2009,0.31921623758896406,0.6807837624110359,0.942070963070239,0.05792903692976104,0.9210526315789473,0.07894736842105263
49,Utah,3527,6470,362,9423,619,9200,2009,0.3528058417525258,0.6471941582474743,0.9630045988758303,0.036995401124169644,0.9369589571239434,0.06304104287605662
50,Vermont,2165,4398,308,6120,502,5937,2009,0.3298796282188024,0.6701203717811977,0.9520846297448662,0.04791537025513379,0.922037583475695,0.07796241652430502
51,Virginia,1375,3703,260,4587,390,4469,2009,0.27077589602205593,0.7292241039779441,0.9463585723127708,0.053641427687229216,0.9197365713109693,0.08026342868903066
53,Washington,6290,13728,787,18869,1235,18395,2009,0.31421720451593566,0.6857827954840643,0.959961334961335,0.04003866503866504,0.9370860927152318,0.06291390728476821
54,West Virginia,1326,3435,352,4337,582,4126,2009,0.27851291745431633,0.7214870825456837,0.9249306888462359,0.07506931115376413,0.8763806287170773,0.12361937128292269
55,Wisconsin,1456,3061,210,4047,405,3846,2009,0.3223378348461368,0.6776621651538632,0.9506694855532065,0.04933051444679352,0.9047282992237121,0.09527170077628794
56,Wyoming,1817,4148,305,5507,400,5418,2009,0.3046102263202012,0.6953897736797988,0.9475223675154852,0.0524776324845148,0.9312478514953593,0.06875214850464077
66,Guam,261,986,46,1192,118,1113,2009,0.20930232558139536,0.7906976744186046,0.962843295638126,0.03715670436187399,0.9041429731925265,0.0958570268074736
72,Puerto Rico,920,3216,342,3718,464,3624,2009,0.22243713733075435,0.7775628626692457,0.9157635467980295,0.08423645320197044,0.8864970645792564,0.11350293542074363
1,Alabama,2217,4117,-1,-1,-1,-1,2008,0.3500157878118093,0.6499842121881907,0.5,0.5,0.5,0.5
2,Alaska,830,1736,-1,-1,-1,-1,2008,0.323460639127046,0.676539360872954,0.5,0.5,0.5,0.5
4,Arizona,1871,4204,-1,-1,-1,-1,2008,0.3079835390946502,0.6920164609053497,0.5,0.5,0.5,0.5
5,Arkansas,1680,3892,-1,-1,-1,-1,2008,0.3015075376884422,0.6984924623115578,0.5,0.5,0.5,0.5
6,California,4163,7332,-1,-1,-1,-1,2008,0.36215745976511526,0.6378425402348847,0.5,0.5,0.5,0.5
8,Colorado,3636,7960,-1,-1,-1,-1,2008,0.31355639875819247,0.6864436012418075,0.5,0.5,0.5,0.5
9,Connecticut,1948,4128,-1,-1,-1,-1,2008,0.3206056616194865,0.6793943383805134,0.5,0.5,0.5,0.5
10,Delaware,1187,2799,-1,-1,-1,-1,2008,0.2977922729553437,0.7022077270446563,0.5,0.5,0.5,0.5
11,District of Columbia,1326,2846,-1,-1,-1,-1,2008,0.31783317353787155,0.6821668264621285,0.5,0.5,0.5,0.5
12,Florida,2975,7660,-1,-1,-1,-1,2008,0.27973671838269865,0.7202632816173014,0.5,0.5,0.5,0.5
13,Georgia,1679,3928,-1,-1,-1,-1,2008,0.2994471196718388,0.7005528803281612,0.5,0.5,0.5,0.5
15,Hawaii,1966,4421,-1,-1,-1,-1,2008,0.307812744637545,0.692187255362455,0.5,0.5,0.5,0.5
16,Idaho,1691,3341,-1,-1,-1,-1,2008,0.3360492845786963,0.6639507154213037,0.5,0.5,0.5,0.5
17,Illinois,1843,3289,-1,-1,-1,-1,2008,0.35911925175370224,0.6408807482462977,0.5,0.5,0.5,0.5
18,Indiana,1574,3240,-1,-1,-1,-1,2008,0.32696302451184045,0.6730369754881596,0.5,0.5,0.5,0.5
19,Iowa,1659,4227,-1,-1,-1,-1,2008,0.281855249745158,0.718144750254842,0.5,0.5,0.5,0.5
20,Kansas,2257,6252,-1,-1,-1,-1,2008,0.265248560347867,0.7347514396521331,0.5,0.5,0.5,0.5
21,Kentucky,2966,5040,-1,-1,-1,-1,2008,0.3704721458905821,0.6295278541094179,0.5,0.5,0.5,0.5
22,Louisiana,1518,4565,-1,-1,-1,-1,2008,0.24954792043399637,0.7504520795660036,0.5,0.5,0.5,0.5
23,Maine,2171,4542,-1,-1,-1,-1,2008,0.3234023536421868,0.6765976463578132,0.5,0.5,0.5,0.5
24,Maryland,3195,6175,-1,-1,-1,-1,2008,0.3409818569903949,0.6590181430096052,0.5,0.5,0.5,0.5
25,Massachusetts,6642,13575,-1,-1,-1,-1,2008,0.3285353910075679,0.6714646089924321,0.5,0.5,0.5,0.5
26,Michigan,3120,6198,-1,-1,-1,-1,2008,0.33483580167417903,0.665164198325821,0.5,0.5,0.5,0.5
27,Minnesota,1207,3068,-1,-1,-1,-1,2008,0.2823391812865497,0.7176608187134503,0.5,0.5,0.5,0.5
28,Mississippi,2425,5361,-1,-1,-1,-1,2008,0.311456460313383,0.688543539686617,0.5,0.5,0.5,0.5
29,Missouri,1689,3391,-1,-1,-1,-1,2008,0.3324803149606299,0.6675196850393701,0.5,0.5,0.5,0.5
30,Montana,2124,4608,-1,-1,-1,-1,2008,0.3155080213903743,0.6844919786096256,0.5,0.5,0.5,0.5
31,Nebraska,4254,11782,-1,-1,-1,-1,2008,0.26527812422050384,0.7347218757794961,0.5,0.5,0.5,0.5
32,Nevada,1690,3032,-1,-1,-1,-1,2008,0.35789919525624736,0.6421008047437526,0.5,0.5,0.5,0.5
33,New Hampshire,2211,4591,-1,-1,-1,-1,2008,0.32505145545427816,0.6749485445457218,0.5,0.5,0.5,0.5
34,New Jersey,3344,8184,-1,-1,-1,-1,2008,0.2900763358778626,0.7099236641221374,0.5,0.5,0.5,0.5
35,New Mexico,1994,4168,-1,-1,-1,-1,2008,0.32359623498864004,0.6764037650113599,0.5,0.5,0.5,0.5
36,New York,2541,5213,-1,-1,-1,-1,2008,0.3277018313128708,0.6722981686871292,0.5,0.5,0.5,0.5
37,North Carolina,4772,10787,-1,-1,-1,-1,2008,0.30670351565010606,0.693296484349894,0.5,0.5,0.5,0.5
38,North Dakota,1353,3589,-1,-1,-1,-1,2008,0.27377579927155,0.7262242007284501,0.5,0.5,0.5,0.5
39,Ohio,4280,8495,-1,-1,-1,-1,2008,0.3350293542074364,0.6649706457925636,0.5,0.5,0.5,0.5
40,Oklahoma,2499,5179,-1,-1,-1,-1,2008,0.32547538421463923,0.6745246157853608,0.5,0.5,0.5,0.5
41,Oregon,1417,3329,-1,-1,-1,-1,2008,0.29856721449641804,0.701432785503582,0.5,0.5,0.5,0.5
42,Pennsylvania,4219,8720,-1,-1,-1,-1,2008,0.3260684751526393,0.6739315248473607,0.5,0.5,0.5,0.5
44,Rhode Island,1583,3146,-1,-1,-1,-1,2008,0.3347430746458025,0.6652569253541976,0.5,0.5,0.5,0.5
45,South Carolina,3045,6867,-1,-1,-1,-1,2008,0.3072033898305085,0.6927966101694916,0.5,0.5,0.5,0.5
46,South Dakota,1779,5118,-1,-1,-1,-1,2008,0.25793823401478905,0.742061765985211,0.5,0.5,0.5,0.5
47,Tennessee,1337,3613,-1,-1,-1,-1,2008,0.2701010101010101,0.7298989898989899,0.5,0.5,0.5,0.5
48,Texas,3175,7397,-1,-1,-1,-1,2008,0.3003216042376088,0.6996783957623912,0.5,0.5,0.5,0.5
49,Utah,1936,3318,-1,-1,-1,-1,2008,0.36848115721355157,0.6315188427864484,0.5,0.5,0.5,0.5
50,Vermont,2214,4409,-1,-1,-1,-1,2008,0.33428959685942927,0.6657104031405707,0.5,0.5,0.5,0.5
51,Virginia,1596,3634,-1,-1,-1,-1,2008,0.30516252390057363,0.6948374760994264,0.5,0.5,0.5,0.5
53,Washington,7099,15149,-1,-1,-1,-1,2008,0.31908486156058974,0.6809151384394103,0.5,0.5,0.5,0.5
54,West Virginia,1264,2828,-1,-1,-1,-1,2008,0.3088954056695992,0.6911045943304008,0.5,0.5,0.5,0.5
55,Wisconsin,2343,4673,-1,-1,-1,-1,2008,0.3339509692132269,0.6660490307867731,0.5,0.5,0.5,0.5
56,Wyoming,2468,5412,-1,-1,-1,-1,2008,0.3131979695431472,0.6868020304568528,0.5,0.5,0.5,0.5
66,Guam,221,563,-1,-1,-1,-1,2008,0.28188775510204084,0.7181122448979592,0.5,0.5,0.5,0.5
72,Puerto Rico,1140,3246,-1,-1,-1,-1,2008,0.25991792065663477,0.7400820793433652,0.5,0.5,0.5,0.5
1,Alabama,2342,4721,596,5788,923,5464,2007,0.3315871442729718,0.6684128557270281,0.906641604010025,0.09335839598997493,0.8554877094097385,0.14451229059026147
2,Alaska,821,1629,127,2155,215,2071,2007,0.33510204081632655,0.6648979591836734,0.9443470639789658,0.05565293602103418,0.9059492563429571,0.09405074365704287
4,Arizona,1522,3135,262,4979,404,4860,2007,0.32681984109942025,0.6731801589005798,0.9500095401640908,0.049990459835909176,0.9232522796352584,0.07674772036474165
5,Arkansas,1780,3808,303,3468,417,3348,2007,0.3185397279885469,0.6814602720114531,0.9196499602227526,0.08035003977724742,0.8892430278884462,0.11075697211155379
6,California,2065,3599,476,14878,964,14376,2007,0.3645833333333333,0.6354166666666666,0.968998306630194,0.031001693369805915,0.9371577574967406,0.06284224250325945
8,Colorado,3804,7957,440,10275,691,10073,2007,0.32344188419352093,0.6765581158064791,0.9589360709286048,0.04106392907139524,0.9358045336306205,0.06419546636937941
9,Connecticut,2334,5086,300,5912,433,5792,2007,0.31455525606469004,0.68544474393531,0.9517063747585319,0.04829362524146812,0.9304417670682731,0.0695582329317269
10,Delaware,1306,2666,245,3682,338,3584,2007,0.3288016112789527,0.6711983887210473,0.9376114081996435,0.062388591800356503,0.9138194798572157,0.0861805201427843
11,District of Columbia,1256,2657,158,3523,248,3432,2007,0.3209813442371582,0.6790186557628418,0.9570768812822602,0.042923118717739746,0.9326086956521739,0.06739130434782609
12,Florida,10994,27692,797,10438,1021,10254,2007,0.28418549346016647,0.7158145065398336,0.9290609701824655,0.07093902981753449,0.9094456762749445,0.09055432372505544
13,Georgia,2469,5079,414,5102,507,5023,2007,0.32710651828298887,0.6728934817170111,0.9249456127628717,0.07505438723712836,0.9083182640144666,0.09168173598553346
15,Hawaii,1938,4608,291,6139,387,6058,2007,0.29605866177818513,0.7039413382218148,0.9547433903576983,0.04525660964230171,0.9399534522885958,0.06004654771140419
16,Idaho,1739,3495,249,4882,370,4783,2007,0.3322506687046236,0.6677493312953764,0.9514714480608069,0.04852855193919314,0.9281971666990103,0.07180283330098972
17,Illinois,1835,3366,285,5374,432,5229,2007,0.3528167660065372,0.6471832339934628,0.9496377451846616,0.050362254815338396,0.9236883942766295,0.07631160572337042
